"tahun,""bulan"",""jenis"",""kode_trayek"",""trayek"",""jumlah_penumpang"""
"2021,10,""Mikrotrans"",""JAK.24"",""Senen - Pulo Gadung via Kelapa Gading"",80125.0"
"2021,10,""Mikrotrans"",""JAK.22"",""Dwikora - Penas Kalimalang"",20483.0"
"2021,10,""Mikrotrans"",""JAK.21"",""Cililitan - Dwikora"",73032.0"
"2021,10,""Mikrotrans"",""JAK.20"",""Cawang UKI - Lubang Buaya"",53380.0"
"2021,10,""Mikrotrans"",""JAK,19"",""Pinang Ranti - Kampung Rambutan"",99743.0"
"2021,10,""Mikrotrans"",""JAK.18"",""Kalibata - Kuningan"",36622.0"
"2021,10,""Mikrotrans"",""JAK.17"",""Senen - Pulo Gadung "",51089.0"
"2021,10,""Mikrotrans"",""JAK.16"",""Cililitan - Condet via Kayu Manis"",83100.0"
"2021,10,""Mikrotrans"",""JAK.15"",""Bulak Turi - Tanjung Priok"",120526.0"
"2021,10,""Mikrotrans"",""JAK.14"",""Tanah Abang - Meruya"",91917.0"
"2021,10,""Mikrotrans"",""JAK.13"",""Tanah Abang - Kota Intan via Jembatan Lima"",18200.0"
"2021,10,""Mikrotrans"",""JAK.12"",""Tanah Abang - Kebayoran Lama via Pos Pengumben"",69299.0"
"2021,10,""Mikrotrans"",""JAK.117"",""Tanjung Priok - Tanah Merdeka"",93413.0"
"2021,10,""Mikrotrans"",""JAK.112"",""Terminal Tanah Merah - Pulo Gadung"",73467.0"
"2021,10,""Mikrotrans"",""JAK.11"",""Tanah Abang - Kebayoran Lama "",78213.0"
"2021,10,""Mikrotrans"",""JAK.10"",""Tanah Abang - Kota "",49482.0"
"2021,10,""Mikrotrans"",""JAK.09"",""Roxy Mas - Karet"",28495.0"
"2021,10,""Mikrotrans"",""JAK.08"",""Roxy - Benhil"",41236.0"
"2021,10,""Mikrotrans"",""JAK.07"",""Tanah Abang - Grogol via Tawakal"",56372.0"
"2021,10,""Mikrotrans"",""JAK.06"",""Kampung Rambutan - Pondok Gede"",64505.0"
"2021,10,""Mikrotrans"",""JAK.05"",""Semper - Rorotan"",65429.0"
"2021,10,""Mikrotrans"",""JAK.04"",""Grogol - Tubagus Angke"",50863.0"
"2021,10,""Mikrotrans"",""JAK.03"",""Lebak Bulus - Andara"",37131.0"
"2021,10,""Mikrotrans"",""JAK.02"",""Kampung Melayu - Duren Sawit"",48317.0"
"2021,10,""Mikrotrans"",""JAK.01"",""Tanjung Priok - Plumpang"",65293.0"
"2021,10,""BRT"",""9"",""Pinang Ranti - Pluit"",670052.0"
"2021,10,""BRT"",""8"",""Lebak Bulus - Harmoni"",442361.0"
"2021,10,""BRT"",""7"",""Kampung Rambutan - Kampung Melayu"",376261.0"
"2021,10,""BRT"",""6"",""Ragunan - Dukuh Atas 2"",348321.0"
"2021,10,""BRT"",""5"",""Kampung Melayu - Ancol"",430590.0"
"2021,10,""BRT"",""4"",""Pulo Gadung 2 - Tosari"",274326.0"
"2021,10,""BRT"",""3"",""Kalideres - Pasar Baru"",466445.0"
"2021,10,""BRT"",""2"",""Pulo Gadung 1 - Harmoni"",331229.0"
"2021,10,""BRT"",""13"",""Ciledug - Tendean"",307410.0"
"2021,10,""BRT"",""12"",""Penjaringan - Sunter Bouleverd Barat"",140853.0"
"2021,10,""BRT"",""11"",""Pulo Gebang - Kampung Melayu"",135543.0"
"2021,10,""BRT"",""10"",""Tanjung Priok - PGC 2"",369184.0"
"2021,10,""BRT"",""1"",""Blok M - Kota"",903783.0"
"2021,10,""Angkutan Umum Integrasi"",""9H"",""Cipedak - Blok M"",16256.0"
"2021,10,""Angkutan Umum Integrasi"",""9E"",""Kebayoran Lama - Jelambar"",16905.0"
"2021,10,""Angkutan Umum Integrasi"",""9D"",""Pasar Minggu - Tanah Abang"",81799.0"
"2021,10,""Angkutan Umum Integrasi"",""8K"",""Batu Sari-Tanah Abang"",8122.0"
"2021,10,""Angkutan Umum Integrasi"",""8E"",""Bintaro - Blok M"",18112.0"
"2021,10,""Angkutan Umum Integrasi"",""8D"",""Joglo - Blok M"",24637.0"
"2021,10,""Angkutan Umum Integrasi"",""8C"",""Kebayoran Lama - Tanah Abang"",0.0"
"2021,10,""Angkutan Umum Integrasi"",""7P"",""Pondok Kelapa - BKN"",25384.0"
"2021,10,""Angkutan Umum Integrasi"",""7D"",""Pancoran - TMII"",20689.0"
"2021,10,""Angkutan Umum Integrasi"",""7B"",""Kampung Rambutan - Blok M"",77492.0"
"2021,10,""Angkutan Umum Integrasi"",""7A"",""Kampung Rambutan - Lebak Bulus"",80151.0"
"2021,10,""Angkutan Umum Integrasi"",""6R"",""Ragunan - Stasin MRT Fatmawati"",0.0"
"2021,10,""Angkutan Umum Integrasi"",""6N"",""Ragunan - Blok M via Kemang"",25776.0"
"2021,10,""Angkutan Umum Integrasi"",""6M"",""Stasiun Manggarai - Blok  M"",19821.0"
"2021,10,""Angkutan Umum Integrasi"",""6H"",""Senen - Lebak Bulus"",18839.0"
"2021,10,""Angkutan Umum Integrasi"",""6C"",""Stasin Tebet - Karet via Patra Kuningan"",93175.0"
"2021,10,""Angkutan Umum Integrasi"",""5M"",""Kampung Melayu - Tanah Abang via Cikini"",78012.0"
"2021,10,""Angkutan Umum Integrasi"",""5F"",""Kampung Melayu - Tanah Abang"",14392.0"
"2021,10,""Angkutan Umum Integrasi"",""5B"",""Stasiun Tebet - Bidara Cina"",7245.0"
"2021,10,""Angkutan Umum Integrasi"",""4F"",""Pinang Ranti - Pulo Gadung"",34614.0"
"2021,10,""Angkutan Umum Integrasi"",""4B"",""Stasiun Manggarai - UI"",33436.0"
"2021,10,""Angkutan Umum Integrasi"",""3E "",""Sentraland Cengkareng - Puri Kembangan"",24133.0"
"2021,10,""Angkutan Umum Integrasi"",""1R"",""Senen - Tanah Abang"",12633.0"
"2021,10,""Angkutan Umum Integrasi"",""1Q"",""Rempoa - Blok M"",26660.0"
"2021,10,""Angkutan Umum Integrasi"",""1P"",""Senen - Bundaran Senayan"",9135.0"
"2021,10,""Angkutan Umum Integrasi"",""1N"",""Tanah Abang - Blok M"",12969.0"
"2021,10,""Angkutan Umum Integrasi"",""1M"",""Meruya - Blok M"",20501.0"
"2021,10,""Angkutan Umum Integrasi"",""1H"",""Tanah Abang - Stasiun Gondangdia"",37638.0"
"2021,10,""Angkutan Umum Integrasi"",""1F"",""Stasiun Palmerah - Bundaran Senayan"",0.0"
"2021,10,""Angkutan Umum Integrasi"",""1E"",""Pondok  Labu - Blok M"",71245.0"
"2021,10,""Angkutan Umum Integrasi"",""1C"",""Pesanggrahan - Blok M"",14984.0"
"2021,10,""Angkutan Umum Integrasi"",""1B"",""Stasiun Palmerah - Tosari"",29339.0"
"2021,10,""Angkutan Umum Integrasi"",""1A"",""PIK - Balai Kota"",67571.0"
"2021,10,""Angkutan Umum Integrasi"",""12B"",""Pluit - Senen"",8148.0"
"2021,10,""Angkutan Umum Integrasi"",""11Q"",""Kampung Melayu - Pulo Gebang via BKT"",9781.0"
"2021,10,""Angkutan Umum Integrasi"",""11D"",""Pulo Gebang - Pulo Gadung 2 via PIK"",54197.0"
"2021,10,""Angkutan Umum Integrasi"",""10K"",""Tanjung Priok - Senen via Taman  BMW"",34615.0"
"2021,10,""Angkutan Umum Integrasi"",""GR4"",""Taman Kota Intan - Museum Bahari"",22.0"
"2021,10,""Angkutan Umum Integrasi"",""GR5"",""Kota Tua Explorer"",21.0"
"2021,11,""Mikrotrans"",""JAK.88"",""Terminal Tanjung Priok - Ancol Barat"",40135.0"
"2021,11,""Mikrotrans"",""JAK.85"",""Bintara - Cipinang Indah"",38487.0"
"2021,11,""Mikrotrans"",""JAK.84"",""Terminal Kampung Melayu - Kapin Raya"",49142.0"
"2021,11,""Mikrotrans"",""JAK.80"",""Rawa Buaya - Rawa Kompeni"",66701.0"
"2021,11,""Mikrotrans"",""JA.77"",""Tanjung Priok - Jembatan Item"",75248.0"
"2021,11,""Mikrotrans"",""JAK.75"",""Cililitan - Kp. Pulo"",56825.0"
"2021,11,""Mikrotrans"",""JAK.74"",""Terminal Rawamangun - Cipinang Muara"",55667.0"
"2021,11,""Mikrotrans"",""JAK.73"",""Jambore Cibubur - Pasar Rebo"",84918.0"
"2021,11,""Mikrotrans"",""JAK.72"",""Kampung Rambutan - Pasar Rebo via Poncol"",100864.0"
"2021,11,""Mikrotrans"",""JAK.71"",""Kampung Rambutan - Pinang Ranti"",65152.0"
"2021,11,""Mikrotrans"",""JAK.64"",""Lenteng Agung - Aseli"",61617.0"
"2021,11,""Mikrotrans"",""JAK.61"",""Cempaka Putih - Pulo Gadung via Kelapa Gading"",43632.0"
"2021,11,""Mikrotrans"",""JAK.60"",""Kelapa Gading - Rusun Kemayoran"",79618.0"
"2021,11,""Mikrotrans"",""JAK.59"",""Rawamangun - Tanah Merah"",84370.0"
"2021,11,""Mikrotrans"",""JAK.58"",""Cilingcing - Rorotan"",110584.0"
"2021,11,""Mikrotrans"",""JAK.56"",""Grogol - Srengseng"",55986.0"
"2021,11,""Mikrotrans"",""JAK.54"",""Grogol - Benhil"",52566.0"
"2021,11,""Mikrotrans"",""JAK.53"",""Grogol - Pos Pengumben via Slipi"",61754.0"
"2021,11,""Mikrotrans"",""JAK.52"",""Kalideres - Muara Angke"",79531.0"
"2021,11,""Mikrotrans"",""JAK.51"",""Taman Kota - Budi Luhur"",122865.0"
"2021,11,""Mikrotrans"",""JAK.50"",""Kalideres - Puri Kembangan"",77204.0"
"2021,11,""Mikrotrans"",""JAK.49"",""Lebak Bulus - Cipulir"",50611.0"
"2021,11,""Mikrotrans"",""JAK.47"",""Pasar Minggu - Ciganjur via KB Ragunan"",63835.0"
"2021,11,""Mikrotrans"",""JAK.46"",""Pasar Minggu - Jagakarsa"",106263.0"
"2021,11,""Mikrotrans"",""JAK.45"",""Lebak Bulus - Ragunan"",55555.0"
"2021,11,""Mikrotrans"",""JAK.44"",""Andara - Stasiun Universitas Pancasila"",75946.0"
"2021,11,""Mikrotrans"",""JAK.43"",""Tongtek - Cililitan"",104411.0"
"2021,11,""Mikrotrans"",""JAK.42"",""Kampung Melayu - Pondok Kelapa"",84595.0"
"2021,11,""Mikrotrans"",""JAK.41"",""Kampung Melayu - Ppulo Gadung"",52250.0"
"2021,11,""Mikrotrans"",""JAK.40"",""Harapan Baru - Pulo Gebang via Rawa Kuning"",47573.0"
"2021,11,""Mikrotrans"",""JAK.39"",""Kalimalang - Duren Sawit"",70372.0"
"2021,11,""Mikrotrans"",""JAK.38"",""Bulak Ringin - Kampung Rambutan"",52938.0"
"2021,11,""Mikrotrans"",""JAK.37"",""Cililitan - Condet via Kayu Manis"",69292.0"
"2021,11,""Mikrotrans"",""JAK.36"",""Cilangkap - Cililitan"",80759.0"
"2021,11,""Mikrotrans"",""JAK.35"",""Pangkalan  Jati - Rawamangun"",34484.0"
"2021,11,""Mikrotrans"",""JAK.34"",""Rawamangun - Klender"",71939.0"
"2021,11,""Mikrotrans"",""JAK.33"",""Pulo Gadung - Kota"",64400.0"
"2021,11,""Mikrotrans"",""JAK.32"",""Lebak Bulus - Petukangan"",90627.0"
"2021,11,""Mikrotrans"",""JAK.31"",""Blok M - Andara"",73900.0"
"2021,11,""Mikrotrans"",""JAK.30"",""Grogol - Meruya via Roxy"",160715.0"
"2021,11,""Mikrotrans"",""JAK.29"",""Tanjung Priok - Sukapura"",137509.0"
"2021,11,""Mikrotrans"",""JAK.28"",""Kp. Rambutan - Taman Wiladatika"",75895.0"
"2021,11,""Mikrotrans"",""JAK.27"",""Pulo Gebang - Rorotan"",59685.0"
"2021,11,""Mikrotrans"",""JAK.26"",""Rawamangun - Duren Sawit"",48931.0"
"2021,11,""Mikrotrans"",""JAK.25"",""Kp. Rambutan - Kalisari"",57999.0"
"2021,11,""Mikrotrans"",""JAK.24"",""Senen - Pulo Gadung via Kelapa Gading"",94793.0"
"2021,11,""Mikrotrans"",""JAK.22"",""Dwikora - Penas Kalimalang"",21124.0"
"2021,11,""Mikrotrans"",""JAK.21"",""Cililitan - Dwikora"",77867.0"
"2021,11,""Mikrotrans"",""JAK.20"",""Cawang UKI - Lubang Buaya"",63118.0"
"2021,11,""Mikrotrans"",""JAK,19"",""Pinang Ranti - Kampung Rambutan"",109711.0"
"2021,11,""Mikrotrans"",""JAK.18"",""Kalibata - Kuningan"",41370.0"
"2021,11,""Mikrotrans"",""JAK.17"",""Senen - Pulo Gadung "",59969.0"
"2021,11,""Mikrotrans"",""JAK.16"",""Cililitan - Condet via Kayu Manis"",96991.0"
"2021,11,""Mikrotrans"",""JAK.15"",""Bulak Turi - Tanjung Priok"",146160.0"
"2021,11,""Mikrotrans"",""JAK.14"",""Tanah Abang - Meruya"",115672.0"
"2021,11,""Mikrotrans"",""JAK.13"",""Tanah Abang - Kota Intan via Jembatan Lima"",22307.0"
"2021,11,""Mikrotrans"",""JAK.12"",""Tanah Abang - Kebayoran Lama via Pos Pengumben"",80723.0"
"2021,11,""Mikrotrans"",""JAK.117"",""Tanjung Priok - Tanah Merdeka"",103410.0"
"2021,11,""Mikrotrans"",""JAK.112"",""Terminal Tanah Merah - Pulo Gadung"",78124.0"
"2021,11,""Mikrotrans"",""JAK.11"",""Tanah Abang - Kebayoran Lama "",88319.0"
"2021,11,""Mikrotrans"",""JAK.10B"",""Gondangdia - Cikini via Kramat Raya"",4008.0"
"2021,11,""Mikrotrans"",""JAK.10A"",""Gondangdia - Cikini via Salemba Raya"",30703.0"
"2021,11,""Mikrotrans"",""JAK.10"",""Tanah Abang - Kota "",59213.0"
"2021,11,""Mikrotrans"",""JAK.09"",""Roxy Mas - Karet"",31253.0"
"2021,11,""Mikrotrans"",""JAK.08"",""Roxy - Benhil"",48046.0"
"2021,11,""Mikrotrans"",""JAK.07"",""Tanah Abang - Grogol via Tawakal"",66471.0"
"2021,11,""Mikrotrans"",""JAK.06"",""Kampung Rambutan - Pondok Gede"",73113.0"
"2021,11,""Mikrotrans"",""JAK.05"",""Semper - Rorotan"",73362.0"
"2021,11,""Mikrotrans"",""JAK.04"",""Grogol - Tubagus Angke"",55910.0"
"2021,11,""Mikrotrans"",""JAK.03"",""Lebak Bulus - Andara"",41216.0"
"2021,11,""Mikrotrans"",""JAK.02"",""Kampung Melayu - Duren Sawit"",56746.0"
"2021,11,""Mikrotrans"",""JAK.01"",""Tanjung Priok - Plumpang"",71927.0"
"2021,11,""BRT"",""9"",""Pinang Ranti - Pluit"",805724.0"
"2021,11,""BRT"",""8"",""Lebak Bulus - Harmoni"",512842.0"
"2021,11,""BRT"",""7"",""Kampung Rambutan - Kampung Melayu"",420738.0"
"2021,11,""BRT"",""6"",""Ragunan - Dukuh Atas 2"",435539.0"
"2021,11,""BRT"",""5"",""Kampung Melayu - Ancol"",487576.0"
"2021,11,""BRT"",""4"",""Pulo Gadung 2 - Tosari"",321515.0"
"2021,11,""BRT"",""3"",""Kalideres - Pasar Baru"",527539.0"
"2021,11,""BRT"",""2"",""Pulo Gadung 1 - Harmoni"",374586.0"
"2021,11,""BRT"",""13"",""Ciledug - Tendean"",305567.0"
"2021,11,""BRT"",""12"",""Penjaringan - Sunter Bouleverd Barat"",163317.0"
"2021,11,""BRT"",""11"",""Pulo Gebang - Kampung Melayu"",148930.0"
"2021,11,""BRT"",""10"",""Tanjung Priok - PGC 2"",421487.0"
"2021,11,""BRT"",""1"",""Blok M - Kota"",1073929.0"
"2021,11,""Angkutan Umum Integrasi"",""9H"",""Cipedak - Blok M"",20159.0"
"2021,11,""Angkutan Umum Integrasi"",""9E"",""Kebayoran Lama - Jelambar"",22996.0"
"2021,11,""Angkutan Umum Integrasi"",""9D"",""Pasar Minggu - Tanah Abang"",87210.0"
"2021,11,""Angkutan Umum Integrasi"",""8K"",""Batu Sari-Tanah Abang"",9463.0"
"2021,11,""Angkutan Umum Integrasi"",""8E"",""Bintaro - Blok M"",19613.0"
"2021,11,""Angkutan Umum Integrasi"",""8D"",""Joglo - Blok M"",27154.0"
"2021,11,""Angkutan Umum Integrasi"",""8C"",""Kebayoran Lama - Tanah Abang"",0.0"
"2021,11,""Angkutan Umum Integrasi"",""7P"",""Pondok Kelapa - BKN"",32337.0"
"2021,11,""Angkutan Umum Integrasi"",""7D"",""Pancoran - TMII"",27221.0"
"2021,11,""Angkutan Umum Integrasi"",""7B"",""Kampung Rambutan - Blok M"",87269.0"
"2021,11,""Angkutan Umum Integrasi"",""7A"",""Kampung Rambutan - Lebak Bulus"",88324.0"
"2021,11,""Angkutan Umum Integrasi"",""6R"",""Ragunan - Stasin MRT Fatmawati"",0.0"
"2021,11,""Angkutan Umum Integrasi"",""6Q"",""Dukuh Atas - Casablanca via Epicentrum Raya"",608.0"
"2021,11,""Angkutan Umum Integrasi"",""6N"",""Ragunan - Blok M via Kemang"",31447.0"
"2021,11,""Angkutan Umum Integrasi"",""6M"",""Stasiun Manggarai - Blok  M"",24756.0"
"2021,11,""Angkutan Umum Integrasi"",""6H"",""Senen - Lebak Bulus"",24583.0"
"2021,11,""Angkutan Umum Integrasi"",""6C"",""Stasin Tebet - Karet via Patra Kuningan"",118725.0"
"2021,11,""Angkutan Umum Integrasi"",""5M"",""Kampung Melayu - Tanah Abang via Cikini"",95933.0"
"2021,11,""Angkutan Umum Integrasi"",""5F"",""Kampung Melayu - Tanah Abang"",18105.0"
"2021,11,""Angkutan Umum Integrasi"",""5B"",""Stasiun Tebet - Bidara Cina"",8999.0"
"2021,11,""Angkutan Umum Integrasi"",""4F"",""Pinang Ranti - Pulo Gadung"",43945.0"
"2021,11,""Angkutan Umum Integrasi"",""4B"",""Stasiun Manggarai - UI"",46314.0"
"2021,11,""Angkutan Umum Integrasi"",""3E"",""Sentraland Cengkareng - Puri Kembangan"",901.0"
"2021,11,""Angkutan Umum Integrasi"",""3E "",""Sentraland Cengkareng - Puri Kembangan"",27894.0"
"2021,11,""Angkutan Umum Integrasi"",""2Q"",""Gondangdia - Balai Kota"",11567.0"
"2021,11,""Angkutan Umum Integrasi"",""2P"",""Gondangdia - Senen"",4653.0"
"2021,11,""Angkutan Umum Integrasi"",""1R"",""Senen - Tanah Abang"",8995.0"
"2021,11,""Angkutan Umum Integrasi"",""1Q"",""Rempoa - Blok M"",29556.0"
"2021,11,""Angkutan Umum Integrasi"",""1P"",""Senen - Bundaran Senayan"",13565.0"
"2021,11,""Angkutan Umum Integrasi"",""1N"",""Tanah Abang - Blok M"",14060.0"
"2021,11,""Angkutan Umum Integrasi"",""1M"",""Meruya - Blok M"",22326.0"
"2021,11,""Angkutan Umum Integrasi"",""1H"",""Tanah Abang - Stasiun Gondangdia"",50329.0"
"2021,11,""Angkutan Umum Integrasi"",""1F"",""Stasiun Palmerah - Bundaran Senayan"",0.0"
"2021,11,""Angkutan Umum Integrasi"",""1E"",""Pondok  Labu - Blok M"",78905.0"
"2021,11,""Angkutan Umum Integrasi"",""1C"",""Pesanggrahan - Blok M"",16241.0"
"2021,11,""Angkutan Umum Integrasi"",""1B"",""Stasiun Palmerah - Tosari"",40391.0"
"2021,11,""Angkutan Umum Integrasi"",""1A"",""PIK - Balai Kota"",82972.0"
"2021,11,""Angkutan Umum Integrasi"",""12A"",""Pelabuhan Kaliadem - Kota"",1463.0"
"2021,11,""Angkutan Umum Integrasi"",""12B"",""Pluit - Senen"",10187.0"
"2021,11,""Angkutan Umum Integrasi"",""11Q"",""Kampung Melayu - Pulo Gebang via BKT"",11353.0"
"2021,11,""Angkutan Umum Integrasi"",""11D"",""Pulo Gebang - Pulo Gadung 2 via PIK"",59155.0"
"2021,11,""Angkutan Umum Integrasi"",""10K"",""Tanjung Priok - Senen via Taman  BMW"",34498.0"
"2021,11,""Angkutan Umum Integrasi"",""GR4"",""Taman Kota Intan - Museum Bahari"",4.0"
"2021,11,""Angkutan Umum Integrasi"",""GR5"",""Kota Tua Explorer"",3.0"
"2021,12,""Mikrotrans"",""JAK.88"",""Terminal Tanjung Priok - Ancol Barat"",43967.0"
"2021,12,""Mikrotrans"",""JAK.85"",""Bintara - Cipinang Indah"",40103.0"
"2021,12,""Mikrotrans"",""JAK.84"",""Terminal Kampung Melayu - Kapin Raya"",59193.0"
"2021,12,""Mikrotrans"",""JAK.80"",""Rawa Buaya - Rawa Kompeni"",70475.0"
"2021,12,""Mikrotrans"",""JAK.77"",""Tanjung Priok - Jembatan Item"",77697.0"
"2021,12,""Mikrotrans"",""JAK.75"",""Cililitan - Kp. Pulo"",62086.0"
"2021,12,""Mikrotrans"",""JAK.74"",""Terminal Rawamangun - Cipinang Muara"",58622.0"
"2021,12,""Mikrotrans"",""JAK.73"",""Jambore Cibubur - Pasar Rebo"",86917.0"
"2021,12,""Mikrotrans"",""JAK.72"",""Kampung Rambutan - Pasar Rebo via Poncol"",104712.0"
"2021,12,""Mikrotrans"",""JAK.71"",""Kampung Rambutan - Pinang Ranti"",69365.0"
"2021,12,""Mikrotrans"",""JAK.64"",""Lenteng Agung - Aseli"",66235.0"
"2021,12,""Mikrotrans"",""JAK.61"",""Cempaka Putih - Pulo Gadung via Kelapa Gading"",47929.0"
"2021,12,""Mikrotrans"",""JAK.60"",""Kelapa Gading - Rusun Kemayoran"",70382.0"
"2021,12,""Mikrotrans"",""JAK.59"",""Rawamangun - Tanah Merah"",81467.0"
"2021,12,""Mikrotrans"",""JAK.58"",""Cilingcing - Rorotan"",114592.0"
"2021,12,""Mikrotrans"",""JAK.56"",""Grogol - Srengseng"",60415.0"
"2021,12,""Mikrotrans"",""JAK.54"",""Grogol - Benhil"",57178.0"
"2021,12,""Mikrotrans"",""JAK.53"",""Grogol - Pos Pengumben via Slipi"",68275.0"
"2021,12,""Mikrotrans"",""JAK.52"",""Kalideres - Muara Angke"",86276.0"
"2021,12,""Mikrotrans"",""JAK.51"",""Taman Kota - Budi Luhur"",124003.0"
"2021,12,""Mikrotrans"",""JAK.50"",""Kalideres - Puri Kembangan"",79329.0"
"2021,12,""Mikrotrans"",""JAK.49"",""Lebak Bulus - Cipulir"",53972.0"
"2021,12,""Mikrotrans"",""JAK.47"",""Pasar Minggu - Ciganjur via KB Ragunan"",68695.0"
"2021,12,""Mikrotrans"",""JAK.46"",""Pasar Minggu - Jagakarsa"",109328.0"
"2021,12,""Mikrotrans"",""JAK.45"",""Lebak Bulus - Ragunan"",59932.0"
"2021,12,""Mikrotrans"",""JAK.44"",""Andara - Stasiun Universitas Pancasila"",82948.0"
"2021,12,""Mikrotrans"",""JAK.43"",""Tongtek - Cililitan"",104353.0"
"2021,12,""Mikrotrans"",""JAK.42"",""Kampung Melayu - Pondok Kelapa"",95485.0"
"2021,12,""Mikrotrans"",""JAK.41"",""Kampung Melayu - Ppulo Gadung"",57059.0"
"2021,12,""Mikrotrans"",""JAK.40"",""Harapan Baru - Pulo Gebang via Rawa Kuning"",49918.0"
"2021,12,""Mikrotrans"",""JAK.39"",""Kalimalang - Duren Sawit"",75170.0"
"2021,12,""Mikrotrans"",""JAK.38"",""Bulak Ringin - Kampung Rambutan"",56049.0"
"2021,12,""Mikrotrans"",""JAK.37"",""Cililitan - Condet via Kayu Manis"",71809.0"
"2021,12,""Mikrotrans"",""JAK.36"",""Cilangkap - Cililitan"",88277.0"
"2021,12,""Mikrotrans"",""JAK.35"",""Pangkalan  Jati - Rawamangun"",37850.0"
"2021,12,""Mikrotrans"",""JAK.34"",""Rawamangun - Klender"",75763.0"
"2021,12,""Mikrotrans"",""JAK.33"",""Pulo Gadung - Kota"",64986.0"
"2021,12,""Mikrotrans"",""JAK.32"",""Lebak Bulus - Petukangan"",96339.0"
"2021,12,""Mikrotrans"",""JAK.31"",""Blok M - Andara"",80726.0"
"2021,12,""Mikrotrans"",""JAK.30"",""Grogol - Meruya via Roxy"",167782.0"
"2021,12,""Mikrotrans"",""JAK.29"",""Tanjung Priok - Sukapura"",146329.0"
"2021,12,""Mikrotrans"",""JAK.28"",""Kp. Rambutan - Taman Wiladatika"",81435.0"
"2021,12,""Mikrotrans"",""JAK.27"",""Pulo Gebang - Rorotan"",65717.0"
"2021,12,""Mikrotrans"",""JAK.26"",""Rawamangun - Duren Sawit"",51285.0"
"2021,12,""Mikrotrans"",""JAK.25"",""Kp. Rambutan - Kalisari"",64243.0"
"2021,12,""Mikrotrans"",""JAK.24"",""Senen - Pulo Gadung via Kelapa Gading"",101816.0"
"2021,12,""Mikrotrans"",""JAK.22"",""Dwikora - Penas Kalimalang"",22786.0"
"2021,12,""Mikrotrans"",""JAK.21"",""Cililitan - Dwikora"",76970.0"
"2021,12,""Mikrotrans"",""JAK.20"",""Cawang UKI - Lubang Buaya"",62477.0"
"2021,12,""Mikrotrans"",""JAK,19"",""Pinang Ranti - Kampung Rambutan"",110771.0"
"2021,12,""Mikrotrans"",""JAK.18"",""Kalibata - Kuningan"",43349.0"
"2021,12,""Mikrotrans"",""JAK.17"",""Senen - Pulo Gadung "",62285.0"
"2021,12,""Mikrotrans"",""JAK.16"",""Cililitan - Condet via Kayu Manis"",90254.0"
"2021,12,""Mikrotrans"",""JAK.15"",""Bulak Turi - Tanjung Priok"",152585.0"
"2021,12,""Mikrotrans"",""JAK.14"",""Tanah Abang - Meruya"",125777.0"
"2021,12,""Mikrotrans"",""JAK.13"",""Tanah Abang - Kota Intan via Jembatan Lima"",24193.0"
"2021,12,""Mikrotrans"",""JAK.12"",""Tanah Abang - Kebayoran Lama via Pos Pengumben"",78580.0"
"2021,12,""Mikrotrans"",""JAK.117"",""Tanjung Priok - Tanah Merdeka"",106506.0"
"2021,12,""Mikrotrans"",""JAK.112"",""Terminal Tanah Merah - Pulo Gadung"",70986.0"
"2021,12,""Mikrotrans"",""JAK.11"",""Tanah Abang - Kebayoran Lama "",87568.0"
"2021,12,""Mikrotrans"",""JAK.10B"","""",4085.0"
"2021,12,""Mikrotrans"",""JAK.10A"","""",33992.0"
"2021,12,""Mikrotrans"",""JAK.10"",""Tanah Abang - Kota "",62581.0"
"2021,12,""Mikrotrans"",""JAK.09"",""Roxy Mas - Karet"",33555.0"
"2021,12,""Mikrotrans"",""JAK.08"",""Roxy - Benhil"",50409.0"
"2021,12,""Mikrotrans"",""JAK.07"",""Tanah Abang - Grogol via Tawakal"",69904.0"
"2021,12,""Mikrotrans"",""JAK.06"",""Kampung Rambutan - Pondok Gede"",70907.0"
"2021,12,""Mikrotrans"",""JAK.05"",""Semper - Rorotan"",74100.0"
"2021,12,""Mikrotrans"",""JAK.04"",""Grogol - Tubagus Angke"",57870.0"
"2021,12,""Mikrotrans"",""JAK.03"",""Lebak Bulus - Andara"",43991.0"
"2021,12,""Mikrotrans"",""JAK.02"",""Kampung Melayu - Duren Sawit"",59985.0"
"2021,12,""Mikrotrans"",""JAK.01"",""Tanjung Priok - Plumpang"",75915.0"
"2021,12,""BRT"",""9"",""Pinang Ranti - Pluit"",819178.0"
"2021,12,""BRT"",""8"",""Lebak Bulus - Harmoni"",533221.0"
"2021,12,""BRT"",""7"",""Kampung Rambutan - Kampung Melayu"",402368.0"
"2021,12,""BRT"",""6"",""Ragunan - Dukuh Atas 2"",401232.0"
"2021,12,""BRT"",""5"",""Kampung Melayu - Ancol"",513138.0"
"2021,12,""BRT"",""4"",""Pulo Gadung 2 - Tosari"",319411.0"
"2021,12,""BRT"",""3"",""Kalideres - Pasar Baru"",465124.0"
"2021,12,""BRT"",""2"",""Pulo Gadung 1 - Harmoni"",380760.0"
"2021,12,""BRT"",""13"",""Ciledug - Tendean"",337233.0"
"2021,12,""BRT"",""12"",""Penjaringan - Sunter Bouleverd Barat"",167399.0"
"2021,12,""BRT"",""11"",""Pulo Gebang - Kampung Melayu"",163776.0"
"2021,12,""BRT"",""10"",""Tanjung Priok - PGC 2"",419198.0"
"2021,12,""BRT"",""1"",""Blok M - Kota"",1131439.0"
